premise,hypothesis,chunks1,chunks2,labels
Asian people are riding bike and holding up banners in a parade.,asian people riding in bullet,"[Asian people, Asian people, are riding bike, holding up banners, in a parade]","[riding in bullet, asian people, riding in bullet, riding in bullet, riding in bullet]","[unaligned, entailAlign, neutralAlign, neutralAlign, unaligned]"
Several ladies gathered around a table engaged in an electronics project,A few men are talking about their relationships together.,"[Several ladies, Several ladies, gathered around a table, gathered around a table, engaged in an electronics project]","[are talking, A few men, are talking, together, are talking about their relationships together]","[unaligned, neutralAlign, unaligned, entailAlign, neutralAlign]"
Several ladies gathered around a table engaged in an electronics project,A group of women are re-inventing the cell phone.,"[Several ladies, Several ladies, gathered around a table, engaged in an electronics project]","[are re-inventing the cell phone, A group of women, are re-inventing the cell phone, are re-inventing the cell phone]","[unaligned, entailAlign, unaligned, neutralAlign]"
Several ladies gathered around a table engaged in an electronics project,Women involved in electronics.,"[Several ladies, Several ladies, gathered around a table, engaged in an electronics project]","[in electronics, Women, Women involved, involved in electronics]","[unaligned, entailAlign, unaligned, entailAlign]"
A man laying in a wooden tub outside.,A man relaxing indoors.,"[A man, A man, laying in a wooden tub outside]","[relaxing indoors, A man, relaxing indoors]","[unaligned, entailAlign, contradictAlign]"
A man laying in a wooden tub outside.,A man bathing outside.,"[A man, A man, laying in a wooden tub outside]","[bathing outside, A man, bathing outside]","[unaligned, entailAlign, entailAlign]"
A man laying in a wooden tub outside.,A man relaxing in a tub after working hard.,"[A man, A man, laying in a wooden tub outside, laying in a wooden tub outside]","[after working hard, A man, after working hard, relaxing in a tub]","[unaligned, entailAlign, unaligned, entailAlign]"
A black man in a green sweater holds a mini Eiffel Tower in one hand and something unknown in the other.,A man is holding a snow globe.,"[A black man, A black man, in a green sweater, holds a mini Eiffel Tower, in one hand, and something unknown, in the other]","[is holding a snow globe, A man, is holding a snow globe, is holding a snow globe, is holding a snow globe, is holding a snow globe, is holding a snow globe]","[unaligned, entailAlign, unaligned, neutralAlign, unaligned, neutralAlign, unaligned]"
A black man in a green sweater holds a mini Eiffel Tower in one hand and something unknown in the other.,A man is holding a ball with both hands.,"[A black man, A black man, in a green sweater, holds a mini Eiffel Tower, holds a mini Eiffel Tower, in one hand, in one hand, and something unknown, in the other, in the other]","[is holding a ball, A man, is holding a ball, is holding a ball, with both hands, is holding a ball, with both hands, is holding a ball, is holding a ball, with both hands]","[unaligned, entailAlign, unaligned, neutralAlign, unaligned, unaligned, contradictAlign, unaligned, unaligned, contradictAlign]"
A black man in a green sweater holds a mini Eiffel Tower in one hand and something unknown in the other.,A man is holding a couple of objects.,"[A black man, A black man, in a green sweater, holds a mini Eiffel Tower in one hand and something unknown in the other]","[is holding, A man, is holding, is holding a couple of objects]","[unaligned, entailAlign, unaligned, entailAlign]"
A shirtless man leading a horse that is pulling a carriage.,The man and the horse are running away from the cops.,"[A shirtless man, A shirtless man, a horse, leading a horse, that is pulling a carriage, pulling a carriage]","[from the cops, The man, the horse, are running away, are running away, from the cops]","[unaligned, entailAlign, entailAlign, neutralAlign, neutralAlign, unaligned]"
A shirtless man leading a horse that is pulling a carriage.,A guy is guiding a horse and carriage.,"[A shirtless man, A shirtless man, leading a horse, leading a horse, that is, that is pulling a carriage, a horse that is pulling a carriage]","[and carriage, A guy, and carriage, is guiding a horse, and carriage, carriage, a horse and carriage]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
A shirtless man leading a horse that is pulling a carriage.,The man's shirt is red.,"[A shirtless man, A shirtless man, leading a horse]","[is red, The man's shirt, is red]","[unaligned, contradictAlign, neutralAlign]"
A man in a faded red shirt is shoveling something from a steaming cauldron and a man in white is looking on.,A lumberjack swims in a cauldron while the police in white pursue with a jet-boat.,"[A man, A man, in a faded red shirt, is shoveling something, is shoveling something, from a steaming cauldron, a man, in white, is looking on]","[pursue with a jet-boat, A lumberjack, pursue with a jet-boat, pursue with a jet-boat, swims in a cauldron, in a cauldron, the police, in white, pursue with a jet-boat]","[unaligned, neutralAlign, unaligned, unaligned, neutralAlign, entailAlign, neutralAlign, entailAlign, neutralAlign]"
A man in a faded red shirt is shoveling something from a steaming cauldron and a man in white is looking on.,Two men are sitting and playing cards.,"[A man, in a faded red shirt, is shoveling something, from a steaming cauldron, A man, and a man, in white, is looking on]","[and playing cards, are sitting, are sitting and playing cards, and playing cards, Two men, Two men, are sitting, are sitting and playing cards]","[unaligned, unaligned, contradictAlign, unaligned, neutralAlign, entailAlign, unaligned, contradictAlign]"
A man in a faded red shirt is shoveling something from a steaming cauldron and a man in white is looking on.,A man is shoveling while his boss evaluates his work.,"[A man, A man, in a faded red shirt, is shoveling something, is shoveling something, from a steaming cauldron, and a man in white, and a man in white, is looking on]","[evaluates his work, A man, while his boss, evaluates his work, is shoveling, while his boss, evaluates his work, his boss, evaluates his work]","[unaligned, entailAlign, unaligned, unaligned, entailAlign, unaligned, unaligned, neutralAlign, neutralAlign]"
A man in a sports uniform is standing in a field looking up at a screen.,A man ate a Big Mac.,"[A man, A man, in a sports uniform, is standing in a field, looking up at a screen]","[ate a Big Mac, A man, ate a Big Mac, ate a Big Mac, ate a Big Mac]","[unaligned, entailAlign, unaligned, contradictAlign, unaligned]"
A man in a sports uniform is standing in a field looking up at a screen.,Odell Beckham admired his catch on the Jumbotron.,"[A man, A man, in a sports uniform, is standing in a field, looking up, at a screen]","[on the Jumbotron, Odell Beckham, admired his catch, admired his catch, admired his catch, on the Jumbotron]","[unaligned, neutralAlign, unaligned, unaligned, neutralAlign, entailAlign]"
A man in a sports uniform is standing in a field looking up at a screen.,A man in a sports outfit looks at a big screen.,"[A man, A man, in a sports uniform, in a sports uniform, is standing in a field, looking up at a screen]","[in a sports outfit, A man, looks at a big screen, in a sports outfit, looks at a big screen, looks at a big screen]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign]"
Two women in a roller derby competition.,The women know how to skate.,"[Two women, in a roller derby competition, Two women, in a roller derby competition]","[to skate, The women, The women, know how to skate]","[unaligned, unaligned, entailAlign, entailAlign]"
Two women in a roller derby competition.,One of the women is in a body cast.,"[Two women, Two women, in a roller derby competition]","[is in a body cast, One of the women, is in a body cast]","[unaligned, entailAlign, contradictAlign]"
Two women in a roller derby competition.,The women are at an indoor competition.,"[Two women, in a roller derby competition, The women, in a roller derby competition]","[are at an indoor competition, The women, The women, are at an indoor competition]","[unaligned, unaligned, entailAlign, entailAlign]"
a woman who is performing on stage with a microphone.,A man sits in a chair.,"[a woman, a woman, who is performing on stage, with a microphone]","[sits in a chair, A man, sits in a chair, sits in a chair]","[unaligned, neutralAlign, neutralAlign, unaligned]"
a woman who is performing on stage with a microphone.,A women on stage with a microphone perforems.,"[a woman, a woman, performing on stage, performing on stage, with a microphone, with a microphone]","[on stage, A women, perforems, on stage, perforems, with a microphone]","[unaligned, entailAlign, entailAlign, entailAlign, unaligned, entailAlign]"
a woman who is performing on stage with a microphone.,Performing on stage is a woman with a microphone.,"[a woman, a woman who is performing on stage, a woman, performing on stage, performing on stage, with a microphone]","[Performing on stage, Performing on stage is a woman, a woman, with a microphone, Performing on stage, with a microphone]","[unaligned, neutralAlign, entailAlign, unaligned, entailAlign, entailAlign]"
A gray-haired man is sitting down with his arm stretched out.,The man is swimming.,"[A gray-haired man, A gray-haired man, is sitting down, with his arm stretched out]","[is swimming, The man, is swimming, is swimming]","[unaligned, entailAlign, contradictAlign, unaligned]"
A gray-haired man is sitting down with his arm stretched out.,The man is not standing with his arms folded.,"[A gray-haired man, A gray-haired man, is sitting down, with his arm stretched out]","[is not, The man, is not standing, with his arms folded]","[unaligned, entailAlign, entailAlign, entailAlign]"
A gray-haired man is sitting down with his arm stretched out.,The man is pointing.,"[A gray-haired man, A gray-haired man, is sitting down, with his arm stretched out]","[is pointing, The man, is pointing, is pointing]","[unaligned, entailAlign, neutralAlign, unaligned]"
A fruit stand run by two men in front of a large amount of vehicles.,A fruit stand is busy.,"[A fruit stand, A fruit stand, run by two men of a large amount of vehicles]","[is busy, A fruit stand, is busy]","[unaligned, entailAlign, neutralAlign]"
A fruit stand run by two men in front of a large amount of vehicles.,A yogurt shop is deserted.,"[A fruit stand, A fruit stand, run by two men of a large amount of vehicles]","[is deserted, A yogurt shop, is deserted]","[unaligned, neutralAlign, contradictAlign]"
A fruit stand run by two men in front of a large amount of vehicles.,A fruit stand is in front of vehicles.,"[A fruit stand, A fruit stand, run by two men of a large amount of vehicles]","[is in front of vehicles, A fruit stand, is in front of vehicles]","[unaligned, entailAlign, entailAlign]"
two beautiful women stand next to a fountain which is giving off a light mist.,Two models are doing a photo shoot by a fountain.,"[two beautiful women, two beautiful women, stand next to a fountain, stand next to a fountain, stand next to a fountain, which is giving off a light mist]","[are doing, Two models, by a fountain, by a fountain, are doing a photo shoot, are doing a photo shoot]","[unaligned, neutralAlign, entailAlign, entailAlign, neutralAlign, unaligned]"
two beautiful women stand next to a fountain which is giving off a light mist.,Two women are standing by a running fountain.,"[two beautiful women, two beautiful women, stand next to a fountain which is giving off a light mist]","[are standing, Two women, by a running fountain]","[unaligned, entailAlign, entailAlign]"
two beautiful women stand next to a fountain which is giving off a light mist.,An old woman feed the pigeons in town.,"[two beautiful women, two beautiful women, stand next to a fountain, which is giving off a light mist]","[feed the pigeons, An old woman, feed the pigeons in town, feed the pigeons]","[unaligned, neutralAlign, neutralAlign, unaligned]"
A snowboarder who is doing a trick.,trick on snowboard,"[A snowboarder who is doing a trick, who is, doing a trick]","[trick on snowboard, trick on snowboard, trick on snowboard]","[entailAlign, unaligned, neutralAlign]"
A snowboarder who is doing a trick.,tricks on snow,"[A snowboarder who is doing a trick, who is, doing a trick]","[tricks on snow, tricks on snow, tricks on snow]","[neutralAlign, unaligned, neutralAlign]"
A snowboarder who is doing a trick.,snowboarder taking a break,"[who is doing a trick, A snowboarder]","[taking a break, snowboarder]","[contradictAlign, entailAlign]"
A group of women exiting a obstacle in a race.,Humans exiting,"[A group of women, exiting a obstacle, in a race]","[Humans, exiting, Humans exiting]","[entailAlign, entailAlign, unaligned]"
A group of women exiting a obstacle in a race.,Tall humans exiting,"[A group of women, A group of women, exiting a obstacle, exiting a obstacle, in a race]","[exiting, Tall humans, Tall humans, exiting, Tall humans]","[unaligned, neutralAlign, unaligned, entailAlign, unaligned]"
A group of women exiting a obstacle in a race.,Nobody is exiting,"[A group of women, exiting a obstacle, exiting a obstacle, in a race]","[Nobody, Nobody, exiting, Nobody]","[contradictAlign, unaligned, entailAlign, unaligned]"
A group of soldiers playing instruments.,Soldiers are making music.,"[A group of soldiers, A group of soldiers, playing instruments]","[making music, Soldiers, are making music]","[unaligned, entailAlign, entailAlign]"
A group of soldiers playing instruments.,Girl scouts are singing.,"[A group of soldiers, A group of soldiers, playing instruments, playing instruments]","[are singing, Girl scouts, Girl scouts, are singing]","[unaligned, contradictAlign, unaligned, neutralAlign]"
A group of soldiers playing instruments.,The Marine Corps band is playing at the inaugural ball.,"[A group of soldiers, A group of soldiers, playing instruments]","[is playing, The Marine Corps band, is playing at the inaugural ball]","[unaligned, neutralAlign, neutralAlign]"
A sandy colored dog walking toward the camera with its leash attached and dragging below.,a dog walks towards a camera,"[A sandy colored dog, A sandy colored dog, walking toward the camera]","[walks towards a camera, a dog, walks towards a camera]","[unaligned, entailAlign, entailAlign]"
A sandy colored dog walking toward the camera with its leash attached and dragging below.,The dog is gray.,"[A sandy colored dog, A sandy colored dog, sandy colored, walking toward the camera, with its leash attached and dragging below]","[is gray, The dog, is gray, is gray, is gray]","[unaligned, entailAlign, contradictAlign, neutralAlign, unaligned]"
A sandy colored dog walking toward the camera with its leash attached and dragging below.,A loose and rabid dog is wildly running towards the camera.,"[A sandy colored dog, A sandy colored dog, walking toward the camera, walking toward the camera, with its leash attached and dragging below, attached and]","[is wildly, A loose and rabid dog, and rabid dog, wildly running towards the camera, A loose and rabid, and rabid dog]","[unaligned, neutralAlign, unaligned, entailAlign, contradictAlign, unaligned]"
"Man wearing a black fedora hat, blue shirt, strumming an electric guitar with rhythm slider on his left pinkie finger.",Someone is playing music.,"[Man wearing a black fedora hat, Man, blue shirt, strumming an electric guitar, with rhythm slider, on his left pinkie finger]","[is playing music, Someone, Someone is, is playing music, is playing music, is playing music]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned]"
"Man wearing a black fedora hat, blue shirt, strumming an electric guitar with rhythm slider on his left pinkie finger.",A jazz musician is playing on a street corner.,"[Man wearing a black fedora hat, blue shirt, strumming an electric guitar, with rhythm slider, on his left pinkie finger]","[A jazz musician, is playing, on a street corner, on a street corner]","[neutralAlign, entailAlign, unaligned, unaligned]"
"Man wearing a black fedora hat, blue shirt, strumming an electric guitar with rhythm slider on his left pinkie finger.",The man is wearing a hat.,"[Man, wearing a black fedora hat, blue shirt, strumming an electric guitar, with rhythm slider, on his left pinkie finger]","[The man, is wearing a hat, is wearing a hat, is wearing a hat, is wearing a hat]","[entailAlign, entailAlign, unaligned, unaligned, unaligned]"
A man in a reflective jacket positions himself on scaffolding.,A woman in a reflective jacket positions himself on scaffolding.,"[A man, A man, in a reflective jacket, in a reflective jacket, positions himself, positions himself, on scaffolding]","[in a reflective jacket, A woman, positions himself, in a reflective jacket, on scaffolding, positions himself, on scaffolding]","[unaligned, neutralAlign, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
A man in a reflective jacket positions himself on scaffolding.,A man in a jacket positions himself on scaffolding.,"[A man, A man, in a reflective jacket, in a reflective jacket, positions himself, positions himself, on scaffolding]","[on scaffolding, A man, positions himself, in a jacket, on scaffolding, positions himself, on scaffolding]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
A man in a reflective jacket positions himself on scaffolding.,A sad man in a reflective jacket positions himself on scaffolding.,"[A man, in a reflective jacket, A man, in a reflective jacket, positions himself, positions himself, on scaffolding, on scaffolding]","[in a reflective jacket, A sad man, A sad man, in a reflective jacket, A sad man, positions himself, A sad man, on scaffolding]","[unaligned, unaligned, neutralAlign, entailAlign, unaligned, entailAlign, unaligned, entailAlign]"
The girl is wearing a pink tutu and walking through the grass.,The girl is happy,"[The girl, The girl, is wearing a pink tutu, walking through the grass]","[is happy, The girl, is happy, is happy]","[unaligned, entailAlign, neutralAlign, neutralAlign]"
The girl is wearing a pink tutu and walking through the grass.,The girl is walking on the sand,"[The girl, The girl, is wearing a pink tutu, walking through the grass]","[is walking, The girl, on the sand, is walking on the sand]","[unaligned, entailAlign, unaligned, contradictAlign]"
The girl is wearing a pink tutu and walking through the grass.,A girl is in the grass,"[The girl, The girl, is wearing a pink tutu, walking through the grass]","[is in the grass, A girl, is in the grass, is in the grass]","[unaligned, entailAlign, unaligned, entailAlign]"
Two women in headwraps are hurrying past buses.,Two women are going quickly past buses.,"[Two women, Two women, in headwraps, are hurrying, are hurrying, past buses]","[are going quickly, Two women, are going quickly, past buses, are going quickly, past buses]","[unaligned, entailAlign, unaligned, unaligned, entailAlign, entailAlign]"
Two women in headwraps are hurrying past buses.,Two women are outside.,"[Two women, Two women, in headwraps, are hurrying past buses]","[are outside, Two women, are outside, are outside]","[unaligned, entailAlign, unaligned, entailAlign]"
Two women in headwraps are hurrying past buses.,The women are wearing berets.,"[Two women, Two women, in headwraps, are hurrying past buses]","[are wearing berets, Two women, are wearing berets, are wearing berets]","[unaligned, entailAlign, contradictAlign, unaligned]"
4 guys in Army fatigue walking down street,Four men wearing sailor uniforms are on the road.,"[4 guys, 4 guys, in Army fatigue, in Army fatigue, walking down street]","[are on the road, Four men, are on the road, wearing sailor uniforms, are on the road]","[unaligned, entailAlign, unaligned, contradictAlign, entailAlign]"
4 guys in Army fatigue walking down street,A group of men are walking down the road.,"[4 guys, 4 guys, in Army fatigue, walking down street]","[are walking, A group of men, are walking, are walking down the road]","[unaligned, entailAlign, unaligned, entailAlign]"
4 guys in Army fatigue walking down street,There are people walking down the street.,"[4 guys, in Army fatigue, walking down street]","[There are people, There are people, walking down the street]","[entailAlign, unaligned, entailAlign]"
A woman is giving a presentation to a group of people sitting in chairs.,Everyone in the room is standing.,"[A woman, is giving a presentation to, to a group of people, sitting in chairs, a group of people, A woman, sitting in chairs]","[is standing, Everyone in the room, is standing, is standing, Everyone in the room, Everyone in the room, is standing]","[unaligned, unaligned, unaligned, unaligned, neutralAlign, neutralAlign, contradictAlign]"
A woman is giving a presentation to a group of people sitting in chairs.,a teacher teaches her students,"[A woman, A woman, is giving a presentation, a group of people, sitting in chairs]","[teaches her students, a teacher, teaches, her students, teaches her students]","[unaligned, neutralAlign, neutralAlign, neutralAlign, unaligned]"
A woman is giving a presentation to a group of people sitting in chairs.,The woman is writing at her desk.,"[A woman, A woman, is giving a presentation, to a group of people, sitting in chairs]","[at her desk, The woman, is writing, at her desk, is writing]","[unaligned, entailAlign, contradictAlign, unaligned, unaligned]"
Two boys play with Legos.,Two teenage girls play with legos.,"[Two boys, Two boys, play with Legos]","[play with legos, Two teenage girls, play with legos]","[unaligned, neutralAlign, entailAlign]"
Two boys play with Legos.,An older boy teachers a younger boy how to build with legos.,"[Two boys, Two boys, Two boys, play with Legos, play with Legos]","[build with legos, An older boy, a younger boy, teachers a younger boy how to build with legos, build with legos]","[unaligned, entailAlign, entailAlign, neutralAlign, entailAlign]"
Two boys play with Legos.,children arranging blocks.,"[Two boys, play with Legos, Two boys, play with Legos]","[children, arranging blocks, arranging blocks, children]","[entailAlign, entailAlign, unaligned, unaligned]"
The man was sailing in the ocean and fell off his boat.,The man sat in his boat.,"[The man, The man, was sailing, fell off his boat]","[sat in his boat, The man, sat in his boat, sat in his boat]","[unaligned, entailAlign, neutralAlign, contradictAlign]"
The man was sailing in the ocean and fell off his boat.,A man was fishing on his boat.,"[The man, The man, was sailing, was sailing, in the ocean, fell off his boat]","[on his boat, A man, on his boat, was fishing, on his boat, on his boat]","[unaligned, entailAlign, unaligned, neutralAlign, neutralAlign, contradictAlign]"
The man was sailing in the ocean and fell off his boat.,A man fell off his boat.,"[The man, The man, was sailing, in the ocean, fell off his boat]","[fell off his boat, A man, fell off his boat, fell off his boat, fell off his boat]","[unaligned, entailAlign, unaligned, unaligned, entailAlign]"
A man in a bight yellow shirt carries his wears to market in a large basket on his head.,A man shakes his head as he carries a basket in his hands.,"[A man, A man, in a bight yellow shirt, carries his wears to market, in a large basket on his head]","[carries a basket, A man, in his hands, carries a basket, as he carries a basket in his hands]","[unaligned, entailAlign, unaligned, neutralAlign, contradictAlign]"
A man in a bight yellow shirt carries his wears to market in a large basket on his head.,There is a man in a top with a basket.,"[A man, A man, in a bight yellow shirt, carries his wears, to market, in a large basket on his head]","[in a top, There is a man, with a basket, in a top, in a top, in a top with a basket]","[unaligned, entailAlign, unaligned, unaligned, unaligned, entailAlign]"
A man in a bight yellow shirt carries his wears to market in a large basket on his head.,A man brings wares to market to sell.,"[A man, A man, in a bight yellow shirt, carries his wears, to market, in a large basket, on his head]","[brings wares, A man, to sell, brings wares, to market, brings wares, to sell]","[unaligned, entailAlign, unaligned, neutralAlign, entailAlign, unaligned, unaligned]"
A man with a black shirt watching a baby.,A man watches over his son.,"[A man, A man, with a black shirt, watching a baby]","[watches over his son, A man, watches over his son, watches over his son]","[unaligned, entailAlign, unaligned, neutralAlign]"
A man with a black shirt watching a baby.,George washington sails the sea.,"[A man, with a black shirt, watching a baby, watching a baby]","[George washington, sails the sea, George washington, sails the sea]","[neutralAlign, unaligned, unaligned, neutralAlign]"
A man with a black shirt watching a baby.,A man watches a baby.,"[A man, A man, with a black shirt, watching a baby]","[watches a baby, A man, watches a baby, watches a baby]","[unaligned, entailAlign, unaligned, entailAlign]"
two women talking holding drinks.,A women is holding a drink,"[two women, two women, talking holding drinks, holding drinks]","[is holding a drink, A women, A women, is holding a drink]","[unaligned, entailAlign, unaligned, entailAlign]"
two women talking holding drinks.,A women is dancing in the streets.,"[two women, two women, talking holding drinks]","[in the streets, A women, is dancing]","[unaligned, entailAlign, contradictAlign]"
two women talking holding drinks.,A women is talking about gossip to the other.,"[two women, two women, two women, talking holding drinks]","[is talking, A women, the other, is talking about gossip]","[unaligned, entailAlign, entailAlign, neutralAlign]"
A man is on a cellphone standing in front of a movie poster.,A man on a phone is standing in front of a poster.,"[A man, A man, is on a cellphone, is on a cellphone, standing in front of a movie poster]","[is standing, A man, in front of a poster, on a phone, is standing in front of a poster]","[unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
A man is on a cellphone standing in front of a movie poster.,A man is sitting down in his seat.,"[A man, A man, is on a cellphone, standing in front of a movie poster, standing in front of a movie poster]","[is sitting down, A man, in his seat, in his seat, is sitting down]","[unaligned, entailAlign, unaligned, unaligned, contradictAlign]"
A man is on a cellphone standing in front of a movie poster.,A man is standing on his phone in a theater lobby.,"[A man, A man, is on a cellphone, is on a cellphone, standing in front of a movie poster, standing in front of a movie poster]","[in a theater lobby, A man, in a theater lobby, on his phone, is standing on his phone, in a theater lobby]","[unaligned, entailAlign, unaligned, unaligned, neutralAlign, neutralAlign]"
A brown and black dog watches over a heard of animals.,A dog is getting ready to attack a herd.,"[A brown, and black dog, watches over, a heard of animals, a heard of animals]","[is getting ready, to attack a herd, is getting ready, is getting ready, A dog]","[unaligned, unaligned, unaligned, unaligned, neutralAlign]"
A brown and black dog watches over a heard of animals.,A dog is protecting other animals.,"[A brown, and black dog, watches over, a heard of animals, a heard of animals]","[is protecting other animals, is protecting other animals, is protecting other animals, is protecting other animals, A dog]","[unaligned, unaligned, unaligned, unaligned, neutralAlign]"
A brown and black dog watches over a heard of animals.,The dog is sleeping in the grass.,"[A brown, and black dog, watches over, a heard of animals, a heard of animals]","[is sleeping, in the grass, in the grass, is sleeping, The dog]","[unaligned, unaligned, unaligned, unaligned, neutralAlign]"
Musicians play on a baseball diamond.,There are people playing baseball,"[Musicians play, Musicians play, on a baseball diamond]","[There are, people playing baseball, There are]","[unaligned, neutralAlign, unaligned]"
Musicians play on a baseball diamond.,There are people playing baseball outdoors,"[Musicians play, on a baseball diamond]","[There are, There are]","[unaligned, unaligned]"
Musicians play on a baseball diamond.,There are people watching musicians,"[Musicians play, on a baseball diamond]","[There are, There are]","[unaligned, unaligned]"
A man sorting through barbie doll parts.,A man and some doll pieces.,"[A man, A man, sorting through barbie doll parts]","[and some doll pieces, A man, and some doll pieces]","[unaligned, entailAlign, unaligned]"
A man sorting through barbie doll parts.,A man is running a race.,"[A man, A man, sorting through barbie doll parts]","[is running a race, A man, is running a race]","[unaligned, entailAlign, unaligned]"
A man sorting through barbie doll parts.,A young man and some doll pieces.,"[A man, A man, sorting through barbie doll parts]","[and some doll pieces, A young man, and some doll pieces]","[unaligned, entailAlign, unaligned]"
People walking on the side of the road during a snowy day.,Two people are throwing paper airplanes at each other in class.\,"[People walking, on the side of the road, during a snowy day]","[in class \, are throwing paper airplanes, are throwing paper airplanes]","[unaligned, unaligned, unaligned]"
People walking on the side of the road during a snowy day.,People are trying to get home during a snowy day.,"[People walking, on the side of the road, during a snowy day, during a snowy day]","[during a snowy day, during a snowy day, People are, during a snowy day]","[unaligned, unaligned, unaligned, entailAlign]"
People walking on the side of the road during a snowy day.,People are walking along a road.,"[People walking, People walking, on the side of the road, during a snowy day]","[People are, walking along a road, People are, People are]","[unaligned, neutralAlign, unaligned, unaligned]"
A skateboarder on a ramp.,The skateboarder is doing a trick.,"[A skateboarder, A skateboarder, on a ramp]","[is doing a trick, The skateboarder, is doing a trick]","[unaligned, entailAlign, unaligned]"
A skateboarder on a ramp.,There is no ramp.,"[A skateboarder, on a ramp]","[There is no ramp, There is no ramp]","[unaligned, unaligned]"
A skateboarder on a ramp.,There is a skateboarder.,[A skateboarder],[There is a skateboarder],[entailAlign]
A group of people wearing boy scout uniforms.,A group of people wearing uniforms.,"[A group of people, A group of people, wearing boy scout uniforms]","[wearing uniforms, A group of people, wearing uniforms]","[unaligned, entailAlign, entailAlign]"
A group of people wearing boy scout uniforms.,A group of kittens wearing bows.,"[A group of people, A group of people, wearing boy scout uniforms]","[wearing bows, A group of kittens, wearing bows]","[unaligned, entailAlign, neutralAlign]"
A group of people wearing boy scout uniforms.,People are gathering for their meeting.,"[A group of people, wearing boy scout uniforms]","[gathering for their meeting, People are]","[entailAlign, unaligned]"
Four young men in room surrounded by books.,The four men are at the library.,"[Four young men, Four young men, in room, surrounded by books]","[are at the library, The four men, are at the library, are at the library]","[unaligned, entailAlign, unaligned, unaligned]"
Four young men in room surrounded by books.,The 4 men are riding bicycles on a trail.,"[Four young men, in room, surrounded by books]","[are riding bicycles, are riding bicycles, are riding bicycles]","[unaligned, unaligned, unaligned]"
Four young men in room surrounded by books.,The four men have books all around them.,"[Four young men, Four young men, in room, surrounded by books]","[have books all, The four men, have books all, have books all]","[unaligned, entailAlign, unaligned, unaligned]"
A woman is balancing a big bowl of fruit in front of the ocean.,"The woman is brushing her teeth, about ready to go to bed.","[A woman, A woman, is balancing, a big bowl of fruit, in front of the ocean]","[is brushing her teeth, The woman, to bed, to bed, to bed]","[unaligned, entailAlign, unaligned, unaligned, unaligned]"
A woman is balancing a big bowl of fruit in front of the ocean.,There is one woman in this picture and she is outside.,"[A woman, A woman, is balancing, a big bowl of fruit, in front of the ocean]","[is outside, There is one woman, and she, is outside, is outside]","[unaligned, neutralAlign, unaligned, unaligned, unaligned]"
A woman is balancing a big bowl of fruit in front of the ocean.,"The woman is a model, and is posing for a painting class near the ocean.","[A woman, A woman, is balancing, a big bowl of fruit, in front of the ocean, in front of the ocean]","[and is, The woman, posing for a painting class, and is, and is, near the ocean]","[unaligned, entailAlign, unaligned, unaligned, unaligned, entailAlign]"
A car and a minivan have collided.,Two women went driving.,"[A car, and a minivan, have collided]","[went driving, went driving, went driving]","[unaligned, unaligned, unaligned]"
A car and a minivan have collided.,A car wreck.,"[and a minivan, have collided]","[A car wreck, A car wreck]","[unaligned, unaligned]"
A car and a minivan have collided.,A car accident that totals both vehicles.,"[A car, A car, and a minivan, have collided]","[that totals both vehicles, A car accident, that totals both vehicles, that totals both vehicles]","[unaligned, neutralAlign, unaligned, unaligned]"
Person on horseback dressed for a ceremony.,White person on horseback for a ceremony.,"[Person on horseback, Person on horseback, dressed for a ceremony, dressed for a ceremony]","[for a ceremony, on horseback, White person, for a ceremony]","[unaligned, entailAlign, unaligned, entailAlign]"
Person on horseback dressed for a ceremony.,Person on horseback.,[Person on horseback],[Person on horseback],[entailAlign]
Person on horseback dressed for a ceremony.,A person is riding an elephant in the ceremony.,"[Person on horseback, Person on horseback, dressed for a ceremony, dressed for a ceremony]","[in the ceremony, is riding an elephant, A person, in the ceremony]","[unaligned, neutralAlign, unaligned, neutralAlign]"
A young boy with an orange shirt on is looking at a tool set with an overturned bike at his side.,A child sits and looks at tools.,"[A young boy, A young boy, with an orange shirt, on is, looking at a tool set, looking at a tool set, with an overturned bike, at his side]","[sits and looks, A child, at tools, sits and looks, sits and looks, at tools, sits and looks, sits and looks]","[unaligned, entailAlign, unaligned, unaligned, unaligned, entailAlign, unaligned, unaligned]"
A young boy with an orange shirt on is looking at a tool set with an overturned bike at his side.,The boy wears no shirt.,"[A young boy, A young boy, with an orange shirt, on is, looking at a tool set, with an overturned bike, at his side]","[wears no shirt, The boy, wears no shirt, wears no shirt, wears no shirt, wears no shirt, wears no shirt]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, unaligned]"
A young boy with an orange shirt on is looking at a tool set with an overturned bike at his side.,The bike is screaming at the little boy for overturning it.,"[A young boy, with an orange shirt, on is, on is, looking at a tool set, with an overturned bike, at his side, at his side]","[for overturning it, for overturning it, for overturning it, is screaming, for overturning it, for overturning it, for overturning it, at the little boy]","[unaligned, unaligned, unaligned, neutralAlign, unaligned, unaligned, unaligned, neutralAlign]"
