premise,hypothesis,chunks1,chunks2,labels
The black and white dog is running and a person stands behind it,"The dog, which is black and white, is running and a person stands behind it","[The black, and white dog, and white dog, is running, is running, and a person, and a person, stands behind it, stands behind it]","[and a person, stands behind it, and white, stands behind it, is running, which is black, and a person, which is black, stands behind it]","[unaligned, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign]"
A little dog is sprinting and the person who owns it is trying to catch it,A little dog is sprinting and its owner is trying to catch it,"[A little dog, A little dog, is sprinting, is sprinting, and the person, and the person, who owns it, is trying, is trying, to catch it]","[and its owner, A little dog, and its owner, is sprinting, to catch it, and its owner, is trying, to catch it, is trying, to catch it]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned, entailAlign, entailAlign]"
The black and white dog is running and a person stands behind it,A little dog is sprinting and the person who owns it is trying to catch it,"[The black, and white dog, is running, and a person, and a person, stands behind it]","[is trying, to catch it, who owns it, to catch it, and the person, is sprinting]","[unaligned, unaligned, unaligned, unaligned, entailAlign, unaligned]"
The black and white dog is running and a person stands behind it,A little dog is slowing down and the owner is quitting chasing it,"[The black, and white dog, is running, and a person, and a person, stands behind it, stands behind it]","[is quitting, is quitting, and the owner, is quitting, and the owner, is slowing down, chasing it]","[unaligned, unaligned, unaligned, unaligned, neutralAlign, unaligned, neutralAlign]"
The black and white dog isn't running and there is no person standing behind,A little dog is sprinting and its owner is trying to catch it,"[The black, and white dog, is n't, running and, there is, no person, standing behind]","[and its owner, to catch it, and its owner, is sprinting, and its owner, and its owner, and its owner]","[unaligned, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
A black person is running along a white stand and a dog barks behind him,A little dog is sprinting and its owner is trying to catch it,"[A black person, is running, along a white stand, and a dog, barks behind him]","[is trying, and its owner, and its owner, to catch it, is trying]","[unaligned, unaligned, unaligned, unaligned, unaligned]"
A man wearing a dyed black shirt is sitting at the table and laughing,A black shirt is being worn by a man who is sitting at the table and laughing,"[A man, wearing a dyed black shirt, wearing a dyed black shirt, is sitting, is sitting, at the table, at the table, and laughing, and laughing]","[is being, sitting at the table, A black shirt, worn by a man, is being, and laughing, sitting at the table, who is, and laughing]","[unaligned, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign]"
A man wearing a dyed black shirt is sitting at the table and laughing,"There is no man wearing a shirt dyed black, sitting at the table and laughing","[A man, wearing a dyed black shirt, wearing a dyed black shirt, is sitting, at the table, at the table, and laughing, and laughing]","[dyed black, sitting at the table, dyed black, no man, There is, sitting at the table, wearing a shirt, and laughing]","[unaligned, unaligned, entailAlign, unaligned, unaligned, entailAlign, unaligned, entailAlign]"
A laughing man is dyeing a shirt black on the table which you cannot sit at ,A man wearing a dyed black shirt is sitting at the table and laughing,"[A laughing man, A laughing man, is dyeing a shirt black, is dyeing a shirt black, on the table, on the table, which you can not, sit at]","[wearing a dyed black shirt, A man, at the table, wearing a dyed black shirt, is sitting, at the table, is sitting, and laughing]","[unaligned, entailAlign, unaligned, neutralAlign, unaligned, entailAlign, unaligned, unaligned]"
A black shirt is being worn by a man who is sitting at the table and laughing,A man is sitting comfortably at a table,"[A black shirt, is being, worn by a man, worn by a man, who is, sitting at the table, and laughing]","[is sitting comfortably, is sitting comfortably, is sitting comfortably, A man, is sitting comfortably, at a table, is sitting comfortably]","[unaligned, unaligned, unaligned, entailAlign, unaligned, entailAlign, unaligned]"
A man is sitting and tables a comfortable discussion,A man wearing a dyed black shirt is sitting at the table and laughing,"[A man, A man, is sitting, is sitting, and tables a comfortable discussion]","[wearing a dyed black shirt, A man, wearing a dyed black shirt, is sitting, wearing a dyed black shirt]","[unaligned, entailAlign, unaligned, entailAlign, unaligned]"
A man is sitting comfortably at a table,A man wearing a dyed black shirt is sitting at the table and laughing,"[A man, A man, is sitting comfortably, is sitting comfortably, at a table, at a table]","[wearing a dyed black shirt, A man, wearing a dyed black shirt, is sitting, wearing a dyed black shirt, at the table]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign]"
A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians,"[A woman, A woman, who is, who is, wearing a pink boa, wearing a pink boa, is riding a bicycle, is riding a bicycle, down a bridge, down a bridge, built for pedestrians]","[wearing a pink scarf, A woman, down a bridge, who is, is riding a bike, wearing a pink scarf, built for pedestrians, is riding a bike, built for pedestrians, down a bridge, built for pedestrians]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
A woman who is taking off a pink boa is stopping her bicycle on a bridge built for pedestrians,A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,"[A woman, A woman, who is, who is, taking off a pink boa, taking off a pink boa, is stopping her bicycle, is stopping her bicycle, on a bridge, built for pedestrians, built for pedestrians]","[wearing a pink boa, A woman, down a bridge, who is, is riding a bicycle, wearing a pink boa, down a bridge, is riding a bicycle, built for pedestrians, down a bridge, built for pedestrians]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned, entailAlign]"
A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,"The woman wearing silver pants, pink bellbottoms and a pink scarf isn't riding a bike","[A woman, A woman, who is, wearing a pink boa, is riding a bicycle, is riding a bicycle, down a bridge, built for pedestrians]","[and a pink scarf, The woman, and a pink scarf, is n't, and a pink scarf, riding a bike, and a pink scarf, and a pink scarf]","[unaligned, entailAlign, unaligned, unaligned, unaligned, entailAlign, unaligned, unaligned]"
A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians,"The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike","[A woman, A woman, who is, wearing a pink scarf, wearing a pink scarf, is riding a bike, is riding a bike, down a bridge, built for pedestrians]","[and a pink scarf, The woman, and a pink scarf, pink bellbottoms, and a pink scarf, wearing silver pants, is riding a bike, pink bellbottoms, pink bellbottoms]","[unaligned, entailAlign, unaligned, unaligned, neutralAlign, unaligned, entailAlign, unaligned, unaligned]"
A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians,"The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike","[A woman, A woman, who is, wearing a pink boa, is riding a bicycle, is riding a bicycle, down a bridge, built for pedestrians]","[and a pink scarf, The woman, and a pink scarf, is riding a bike, and a pink scarf, is riding a bike, and a pink scarf, and a pink scarf]","[unaligned, entailAlign, unaligned, unaligned, unaligned, entailAlign, unaligned, unaligned]"
"A person, who is riding a bike, is wearing gear which is black",A biker is wearing gear which is black,"[A person, who is, riding a bike, riding a bike, is wearing, is wearing, gear which, gear which, is black]","[is wearing, is black, is black, A biker, gear which, is wearing, is black, gear which, is black]","[unaligned, unaligned, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
A biker is naked,A biker is wearing gear which is black,"[A biker, A biker, is naked, is naked]","[is black, A biker, gear which, is wearing]","[unaligned, entailAlign, unaligned, entailAlign]"
A black helmet is being worn by a man who is pushing a bicycle,One man is wearing a black helmet and pushing a bicycle,"[A black helmet, A black helmet, is being, worn by a man, who is, pushing a bicycle]","[and pushing a bicycle, is wearing a black helmet, and pushing a bicycle, and pushing a bicycle, One man, One man]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned]"
A biker is wearing gear which is black,There is no man wearing a black helmet and pushing a bicycle,"[A biker, is wearing, gear which, is black]","[There is, and pushing a bicycle, and pushing a bicycle, and pushing a bicycle]","[unaligned, unaligned, unaligned, unaligned]"
One man is wearing a black helmet and pushing a bicycle,A biker is naked,"[One man, One man, is wearing a black helmet, and pushing a bicycle]","[is naked, A biker, is naked, is naked]","[unaligned, neutralAlign, unaligned, unaligned]"
The man in a grey t-shirt is sitting on a rock in front of the waterfall,The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall,"[The man, The man, in a grey t-shirt, in a grey t-shirt, is sitting, is sitting, on a rock, on a rock, in front of the waterfall, in front of the waterfall]","[in a t-shirt, The man, is sitting, in a t-shirt, dyed grey, is sitting, dyed grey, on a rock, dyed grey, in front of a waterfall]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign]"
The man in a grey t-shirt is sitting on a rock in front of the waterfall,There is no man in a grey t-shirt sitting on a rock in front of the waterfall,"[The man, in a grey t-shirt, in a grey t-shirt, is sitting, on a rock, on a rock, in front of the waterfall, in front of the waterfall]","[in a grey t-shirt, There is, in a grey t-shirt, no man, There is, sitting on a rock, no man, in front of the waterfall]","[unaligned, unaligned, entailAlign, unaligned, unaligned, neutralAlign, unaligned, entailAlign]"
A woman is standing and isn't looking at the waterfall,A woman is sitting and looking at the waterfall,"[A woman, A woman, is standing, is standing, and is n't, looking at the waterfall, looking at the waterfall]","[is sitting, A woman, at the waterfall, is sitting, at the waterfall, and looking, at the waterfall]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned, entailAlign]"
A woman is standing and isn't looking at the waterfall,The man in a grey t-shirt is sitting on a rock in front of the waterfall,"[A woman, A woman, is standing, is standing, and is n't, looking at the waterfall, looking at the waterfall]","[in a grey t-shirt, The man, in a grey t-shirt, is sitting, in a grey t-shirt, in a grey t-shirt, in front of the waterfall]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned, entailAlign]"
The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall,A woman is sitting and looking at the waterfall,"[The man, The man, in a t-shirt, dyed grey, is sitting, is sitting, on a rock, in front of a waterfall, in front of a waterfall]","[is sitting, A woman, is sitting, at the waterfall, at the waterfall, is sitting, and looking, and looking, at the waterfall]","[unaligned, entailAlign, unaligned, unaligned, unaligned, entailAlign, unaligned, unaligned, entailAlign]"
There is no man in a grey t-shirt sitting on a rock in front of the waterfall,A woman is sitting and looking at the waterfall,"[There is, There is, no man, in a grey t-shirt, sitting on a rock, in front of the waterfall, in front of the waterfall]","[A woman, is sitting, at the waterfall, at the waterfall, and looking, and looking, at the waterfall]","[unaligned, neutralAlign, unaligned, unaligned, unaligned, unaligned, entailAlign]"
A woman is sitting and looking at the waterfall,A rocker is sitting with a t-shirt that has a man over a grey waterfall on the front,"[A woman, A woman, is sitting, is sitting, and looking, at the waterfall]","[is sitting, a man, with a t-shirt, is sitting, with a t-shirt, with a t-shirt]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned]"
"A dog, which is brown, and a black one are running in the grass",There is no dog running in the grass,"[A dog, which is brown, and a black one, are running, in the grass, in the grass]","[running in the grass, running in the grass, There is, There is, There is, running in the grass]","[unaligned, unaligned, unaligned, unaligned, unaligned, neutralAlign]"
A black man is running in brown grass and racing a dog,"A dog, which is brown, and a black one are running in the grass","[A black man, is running, is running, in brown grass, in brown grass, and racing a dog]","[in the grass, in the grass, are running, and a black one, in the grass, which is brown]","[unaligned, unaligned, entailAlign, unaligned, neutralAlign, unaligned]"
A dark black dog and a light brown dog are playing in the yard in the back,A dark black dog and a light brown dog are playing in the backyard,"[A dark black dog, A dark black dog, and a light brown dog, and a light brown dog, are playing, are playing, in the yard]","[in the backyard, A dark black dog, in the backyard, and a light brown dog, in the backyard, are playing, in the backyard]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
A dark black dog and a light brown dog are playing in the yard in the back,"A dog, which is brown, and a black one are running in the grass","[A dark black dog, A dark black dog, and a light brown dog, are playing, in the yard, in the yard, in the back]","[in the grass, A dog, in the grass, and a black one, which is brown, in the grass, and a black one]","[unaligned, neutralAlign, unaligned, unaligned, unaligned, neutralAlign, unaligned]"
A dark black dog and a light brown dog are fighting in the backyard,"A dog, which is brown, and a black one are running in the grass","[A dark black dog, A dark black dog, and a light brown dog, are fighting, in the backyard, in the backyard]","[in the grass, A dog, in the grass, in the grass, and a black one, in the grass]","[unaligned, neutralAlign, unaligned, unaligned, unaligned, entailAlign]"
There is no dog running in the grass,A dark black dog and a light brown dog are playing in the backyard,"[There is, no dog, running in the grass, running in the grass]","[are playing, and a light brown dog, and a light brown dog, in the backyard]","[unaligned, unaligned, unaligned, entailAlign]"
A dark black dog and a light brown dog are playing in the backyard,A black man is running in brown grass and racing a dog,"[A dark black dog, A dark black dog, and a light brown dog, are playing, in the backyard]","[and racing a dog, A black man, in brown grass, and racing a dog, and racing a dog]","[unaligned, entailAlign, unaligned, unaligned, unaligned]"
A dog that has a brown and white coat is sitting in shallow water,A dog that has a brown and white coat is trotting through shallow water,"[A dog, A dog, that has a brown, that has a brown, and white coat, and white coat, is sitting, is sitting, in shallow water]","[is trotting, A dog, and white coat, that has a brown, through shallow water, and white coat, through shallow water, is trotting, through shallow water]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, neutralAlign, entailAlign]"
A white and brown dog is walking through the water with difficulty,A white and brown dog is pacing through the water with difficulty,"[A white, A white, and brown dog, and brown dog, is walking, is walking, through the water, through the water, with difficulty]","[and brown dog, A white, is pacing, and brown dog, through the water, is pacing, with difficulty, through the water, with difficulty]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
A group of boys are quiet in front of a large door made of wood,A group of boys are playing with a ball in front of a large door made of wood,"[A group of boys, A group of boys, are quiet, in front of a large door, in front of a large door, made of wood, made of wood]","[in front of a large door, A group of boys, in front of a large door, made of wood, in front of a large door, are playing, made of wood]","[unaligned, entailAlign, unaligned, unaligned, entailAlign, unaligned, entailAlign]"
The children aren't playing in front of a large door,A group of boys are playing with a ball in front of a large door made of wood,"[The children, are n't, playing in front of a large door, playing in front of a large door]","[in front of a large door, in front of a large door, made of wood, in front of a large door]","[unaligned, unaligned, unaligned, entailAlign]"
A bunch of boys are playing with a ball in front of a large door made of wood,The children are playing in front of a large door,"[A bunch of boys, are playing, are playing, with a ball, in front of a large door, in front of a large door, made of wood]","[in front of a large door, in front of a large door, are playing, in front of a large door, The children, in front of a large door, The children]","[unaligned, unaligned, entailAlign, unaligned, unaligned, entailAlign, unaligned]"
The children are playing in front of a large door,A group of boys are quiet in front of a large door made of wood,"[The children, are playing, in front of a large door, in front of a large door]","[are quiet, in front of a large door, made of wood, in front of a large door]","[unaligned, unaligned, unaligned, entailAlign]"
"A black, red, white and pink dress is being worn by a woman","A woman is taking off a cloak, which is very large, and revealing extravagant apparel","[A black, red white, and pink dress, is being, worn by a woman, worn by a woman]","[is taking off, and revealing extravagant apparel, which is very large, and revealing extravagant apparel, and revealing extravagant apparel, A woman]","[unaligned, unaligned, unaligned, unaligned, unaligned, neutralAlign]"
"A woman is taking off a cloak, which is very large, and revealing an extravagant dress","A black, red, white and pink dress is being worn by a woman","[A woman, is taking off, a cloak, a cloak, which is very large, and revealing an extravagant dress]","[is being, and pink dress, and pink dress, A black, and pink dress, red white]","[unaligned, unaligned, unaligned, neutralAlign, unaligned, unaligned]"
A teenage girl is storing away beads that are red,A teenage girl is wearing beads that are red,"[A teenage girl, A teenage girl, is storing away, beads that, beads that, are red]","[are red, A teenage girl, beads that, are red, beads that, are red]","[unaligned, entailAlign, unaligned, unaligned, entailAlign, entailAlign]"
"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling","A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling","[A young lady, A young lady, with light brown hair, with light brown hair, is wearing, is wearing, a red necklace, a red necklace, a sweatshirt, a sweatshirt, and earrings, and earrings, and is, and is, smiling]","[and is, A lady of young age, and earrings, with light brown hair, and is, is wearing, and is, a red necklace, and is, a sweatshirt, smiling, and earrings, smiling, and is, smiling]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, neutralAlign]"
"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling","There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling","[A young lady, A young lady, with light brown hair, with light brown hair, is wearing, a red necklace, a red necklace, a sweatshirt, a sweatshirt, and earrings, and earrings, and is, smiling]","[and smiling, no young lady, and earrings, with light brown hair, and earrings, There is, wearing a red necklace, There is, a sweatshirt, There is, and earrings, and smiling, There is]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned, neutralAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned]"
"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling","A red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair, earrings and a necklace ","[A young lady, with light brown hair, with light brown hair, is wearing, is wearing, a red necklace, a red necklace, a sweatshirt, and earrings, and is, smiling]","[is suited, A red sweatshirt, worn with light brown hair, earrings and a necklace, is suited, upon it, A red sweatshirt, to be, with a smiling lady, earrings and a necklace, upon it]","[unaligned, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned]"
"A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling",A teenage girl is wearing beads that are red,"[A lady of young age, A lady of young age, with light brown hair, is wearing, is wearing, a red necklace, a sweatshirt, and earrings, and is, smiling]","[are red, A teenage girl, beads that, beads that, is wearing, are red, beads that, beads that, are red, are red]","[unaligned, entailAlign, unaligned, unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, unaligned]"
"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling",The teenage girl is wearing beads that are red,"[A young lady, A young lady, with light brown hair, is wearing, is wearing, a red necklace, a sweatshirt, and earrings, and is, smiling]","[is wearing, The teenage girl, beads that, beads that, is wearing, are red, beads that, beads that, are red, are red]","[unaligned, entailAlign, unaligned, unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, unaligned]"
The girl likes red and isn't wearing beads for teenagers,"A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling","[The girl, The girl, likes red, and is n't, wearing beads, for teenagers]","[and earrings, A young lady, with light brown hair, a red necklace, and is, and is]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned]"
A fearful little boy is on a climbing wall,A fearful little boy is on the ground,"[A fearful little boy, A fearful little boy, is on a climbing wall]","[is on the ground, A fearful little boy, is on the ground]","[unaligned, entailAlign, neutralAlign]"
A boy is climbing up a wall artificially built for climbing and is attached to a rope,A climbing boy rescues the fearful cat from over the wall,"[A boy, A boy, is climbing, up a wall, artificially built, for climbing, and is, attached to a rope]","[rescues the fearful cat, A climbing boy, rescues the fearful cat, rescues the fearful cat, rescues the fearful cat, rescues the fearful cat, rescues the fearful cat, rescues the fearful cat]","[unaligned, entailAlign, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
A fearful little boy is on a climbing wall,A boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope,"[A fearful little boy, A fearful little boy, is on a climbing wall, is on a climbing wall]","[and is, A boy, and is, climbing up a wall]","[unaligned, neutralAlign, unaligned, neutralAlign]"
A boy is climbing up a wall artificially built for climbing and is attached to a rope,A fearful little boy is on a climbing wall,"[A boy, is climbing, up a wall, artificially built, for climbing, and is, attached to a rope]","[is on a climbing wall, A fearful little boy, A fearful little boy, A fearful little boy, is on a climbing wall, is on a climbing wall, A fearful little boy]","[unaligned, unaligned, unaligned, unaligned, unaligned, unaligned, unaligned]"
A dad is launching his daughter into a swimming pool,A father is launching the daughter in a swimming pool,"[A dad, A dad, is launching his daughter, is launching his daughter, into a swimming pool]","[in a swimming pool, A father, in a swimming pool, is launching the daughter, in a swimming pool]","[unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
A father is in the swimming pool during his daughters launch,A father is launching the daughter in a swimming pool,"[A father, A father, is in the swimming pool, is in the swimming pool, during his daughters launch]","[in a swimming pool, A father, is launching the daughter, in a swimming pool, is launching the daughter]","[unaligned, entailAlign, unaligned, entailAlign, unaligned]"
The man is tossing a kid into the swimming pool that is near the ocean,One man is tossing a kid into the swimming pool that is near the ocean,"[The man, The man, is tossing a kid, is tossing a kid, into the swimming pool, into the swimming pool, that is, that is, near the ocean]","[that is, One man, near the ocean, is tossing a kid, that is, into the swimming pool, near the ocean, that is, near the ocean]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
The man is tossing a kid into the swimming pool that is near the ocean,"A kid swimming in the ocean is tossing a coin into the pool, near the man","[The man, The man, is tossing a kid, is tossing a kid, into the swimming pool, into the swimming pool, that is, near the ocean]","[is tossing a coin, near the man, into the pool, is tossing a coin, A kid, into the pool, swimming in the ocean, A kid]","[unaligned, neutralAlign, unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned]"
One man is tossing a kid into the swimming pool that is near the ocean,A father is launching the daughter in a swimming pool,"[One man, is tossing a kid, into the swimming pool, into the swimming pool, that is, near the ocean]","[is launching the daughter, in a swimming pool, is launching the daughter, in a swimming pool, is launching the daughter, is launching the daughter]","[unaligned, unaligned, unaligned, entailAlign, unaligned, unaligned]"
"A kid swimming in the ocean is tossing a coin into the pool, near the man",A father is launching the daughter in a swimming pool,"[A kid, swimming in the ocean, swimming in the ocean, is tossing a coin, into the pool, near the man]","[in a swimming pool, is launching the daughter, in a swimming pool, is launching the daughter, A father, is launching the daughter]","[unaligned, unaligned, entailAlign, unaligned, unaligned, unaligned]"
A father is in the swimming pool during his daughters launch,The man is tossing a kid into the swimming pool that is near the ocean,"[A father, is in the swimming pool, is in the swimming pool, during his daughters launch]","[that is, The man, into the swimming pool, that is]","[unaligned, unaligned, entailAlign, unaligned]"
A father is launching the daughter in a swimming pool,The man is tossing a kid into the swimming pool that is near the ocean,"[A father, is launching the daughter, in a swimming pool, in a swimming pool]","[that is, near the ocean, is tossing a kid, into the swimming pool]","[unaligned, unaligned, unaligned, entailAlign]"
A social climber is tying a man to a cliff with a rope,One man is climbing a cliff with a rope,"[A social climber, is tying a man, to a cliff, with a rope, with a rope]","[with a rope, is climbing a cliff, One man, is climbing a cliff, with a rope]","[unaligned, unaligned, unaligned, unaligned, entailAlign]"
"A person is standing in front of a rock with a rope, which is pink","A person is climbing a rock with a rope, which is pink","[A person, A person, is standing, in front of a rock, in front of a rock, with a rope, which is pink, which is pink]","[with a rope, A person, with a rope, which is pink, with a rope, which is pink, is climbing a rock, which is pink]","[unaligned, entailAlign, unaligned, unaligned, neutralAlign, unaligned, unaligned, entailAlign]"
"A rock is being climbed by a person with a rope, which is pink",One man is climbing a cliff with a rope,"[A rock, is being, climbed by a person, climbed by a person, with a rope, which is pink]","[is climbing a cliff, is climbing a cliff, is climbing a cliff, with a rope, is climbing a cliff, is climbing a cliff]","[unaligned, unaligned, unaligned, neutralAlign, unaligned, unaligned]"
One man is climbing a cliff with a rope,"A person is standing in front of a rock with a rope, which is pink","[One man, One man, is climbing a cliff, with a rope, with a rope]","[is standing, A person, which is pink, is standing, with a rope]","[unaligned, entailAlign, unaligned, unaligned, entailAlign]"
"A person is climbing a rock with a rope, which is pink",One man is climbing the cliff with a rope,"[A person, is climbing a rock, is climbing a rock, with a rope, with a rope, which is pink]","[with a rope, One man, is climbing the cliff, One man, with a rope, One man]","[unaligned, unaligned, entailAlign, unaligned, entailAlign, unaligned]"
"A person is climbing a rock with a rope, which is pink",One man is descending a cliff with a rope,"[A person, is climbing a rock, is climbing a rock, with a rope, with a rope, which is pink]","[is descending a cliff, One man, is descending a cliff, One man, with a rope, One man]","[unaligned, unaligned, entailAlign, unaligned, entailAlign, unaligned]"
"A person is climbing a rock with a rope, which is pink",A social climber is tying a man to a cliff with a rope,"[A person, is climbing a rock, is climbing a rock, with a rope, with a rope, which is pink]","[to a cliff, to a cliff, is tying a man, A social climber, with a rope, A social climber]","[unaligned, unaligned, neutralAlign, unaligned, entailAlign, unaligned]"
A young boy isn't climbing a wall made of rock,The young boy is climbing the wall made of rock,"[A young boy, A young boy, is n't, climbing a wall, made of rock, made of rock]","[is climbing, The young boy, the wall, is climbing, is climbing, made of rock]","[unaligned, entailAlign, unaligned, unaligned, unaligned, entailAlign]"
A young child is climbing a rock climbing wall which is indoors,A young kid is climbing a rock climbing wall which is indoors,"[A young child, A young child, is climbing, is climbing, a rock climbing wall, a rock climbing wall, which is indoors]","[which is indoors, A young kid, a rock climbing wall, is climbing, which is indoors, a rock climbing wall, which is indoors]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
A young child is climbing a rock climbing wall which is indoors,A child is indoors watching a program about some young climbers on a rock wall.,"[A young child, A young child, is climbing, a rock climbing wall, which is indoors, which is indoors]","[is indoors, A child, on a rock wall, is indoors, on a rock wall, is indoors]","[unaligned, entailAlign, unaligned, unaligned, unaligned, entailAlign]"
A child is indoors watching a program about some young climbers on a rock wall.,The young boy is climbing the wall made of rock,"[A child, A child, is indoors, watching a program, about some young climbers, on a rock wall]","[is climbing, The young boy, the wall, the wall, the wall, is climbing]","[unaligned, neutralAlign, unaligned, unaligned, unaligned, unaligned]"
One young boy is climbing a wall made of rock,A young child is climbing a rock climbing wall which is indoors,"[One young boy, One young boy, is climbing, is climbing, a wall, a wall, made of rock]","[which is indoors, A young child, a rock climbing wall, is climbing, which is indoors, a rock climbing wall, which is indoors]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, neutralAlign, unaligned]"
A young climber is making a rock wall for the boys,A young child is climbing a rock climbing wall which is indoors,"[A young climber, A young climber, is making a rock wall, for the boys]","[which is indoors, A young child, which is indoors, which is indoors]","[unaligned, entailAlign, unaligned, unaligned]"
The cyclist is performing a trick in the air,The cyclist isn't performing a trick in the air,"[The cyclist, The cyclist, is performing a trick, is performing a trick, in the air, in the air]","[in the air, The cyclist, in the air, performing a trick, is n't, in the air]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign]"
One man is doing a bicycle trick in midair,The cyclist isn't performing a trick in the air,"[One man, One man, is doing a bicycle trick, is doing a bicycle trick, in midair]","[in the air, The cyclist, in the air, performing a trick, is n't]","[unaligned, neutralAlign, unaligned, neutralAlign, unaligned]"
One man is doing a bicycle trick in midair,The air is tricking a performing cyclist,"[One man, is doing a bicycle trick, is doing a bicycle trick, in midair]","[is tricking, The air, is tricking, The air]","[unaligned, unaligned, neutralAlign, unaligned]"
"A dog, which is black, and a white one are staring at each other in the street","A dog, which is black, and another one, which is white, are staring at each other in the street","[A dog, A dog, which is black, which is black, and a white one, are staring, are staring, at each other, at each other, in the street, in the street]","[in the street, A dog, in the street, which is black, in the street, in the street, are staring, in the street, at each other, which is white, in the street]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign]"
"A dog, which is black, and a white one are staring at each other in the street",One white dog is staring at the black street,"[A dog, which is black, and a white one, are staring, are staring, at each other, in the street, in the street]","[is staring, at the black street, One white dog, at the black street, is staring, One white dog, One white dog, at the black street]","[unaligned, unaligned, unaligned, unaligned, entailAlign, unaligned, unaligned, entailAlign]"
Two dogs of different breeds are looking angrily at each other across a street,Two dogs of different breeds are looking at each other across a street,"[Two dogs of different breeds, Two dogs of different breeds, are looking angrily, are looking angrily, at each other, at each other, across a street]","[are looking, Two dogs of different breeds, across a street, are looking, across a street, at each other, across a street]","[unaligned, entailAlign, unaligned, entailAlign, unaligned, entailAlign, entailAlign]"
Two dogs of different breeds are looking at each other across a street,There are no dogs of different breeds looking at each other across a street,"[Two dogs of different breeds, Two dogs of different breeds, are looking, at each other, at each other, across a street, across a street]","[There are, no dogs of different breeds, across a street, across a street, looking at each other, There are, across a street]","[unaligned, entailAlign, unaligned, unaligned, entailAlign, unaligned, entailAlign]"
